Key,English,Chinese,InSimpCn,IsDuplicate,IsNotCardKey,IsGameKey,CardDefault,SimpEn-English,SimpEn-Chinese,SimpCn-English,SimpCn-Chinese
Cod_Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation_GameName,,Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation,N,,,,Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation,Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation,Gs_InfectedPlant_Giant_FirstGenerationCount_Port_Sanitisation,,
Cod_Gs_InfectedPlant_Giant_PreservationCount_Port_GameName,,Gs_InfectedPlant_Giant_PreservationCount_Port,N,,,,Gs_InfectedPlant_Giant_PreservationCount_Port,Gs_InfectedPlant_Giant_PreservationCount_Port,Gs_InfectedPlant_Giant_PreservationCount_Port,,
Cod_Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach_GameName,,Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach,N,,,,Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach,Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach,Gs_InfectedPlant_Giant_PreservationCount_Port_PortBeach,,
Cod_Gs_InfectedPlant_Giant_ReprovisionCount_Port_GameName,,Gs_InfectedPlant_Giant_ReprovisionCount_Port,N,,,,Gs_InfectedPlant_Giant_ReprovisionCount_Port,aplasia (med.),血疫增生,,
Cod_Gs_InfectedPlant_Giant_ReprovisionCount_Port_PortBeach_GameName,,Gs_InfectedPlant_Giant_ReprovisionCount_Port_PortBeach,N,,,,Gs_InfectedPlant_Giant_ReprovisionCount_Port_PortBeach,aplasia (med.),血疫增生,,
Cod_Gs_InfectedPlant_Giant_ReprovisionCount_Port_PortBeach_Statuses[0].GameName,,血疫增生,N,,,,血疫增生,aplasia (med.),血疫增生,,
Cod_Gs_InfectedPlant_Giant_ReprovisionCount_Port_Statuses[0].GameName,,血疫增生,N,,,,血疫增生,aplasia (med.),血疫增生,,
Cod_Gs_InfectedPlant_Intensity_GameName,,Gs_InfectedPlant_Intensity,N,,,,Gs_InfectedPlant_Intensity,Gs_InfectedPlant_Intensity,Gs_InfectedPlant_Intensity,,
Cod_Gs_InfectedPlant_Intensity_NotEnoughText,,猩红植株还未蔓延这片区域。,N,,,,猩红植株还未蔓延这片区域。,The scarlet plant has not yet spread this area.,猩红植株还未蔓延这片区域。,,
Cod_Gs_InfectedPlant_Intensity_Statuses[0].GameName,,自然增生,N,,,,自然增生,natural proliferation,自然增生,,
Cod_Gs_InfectedPlant_Intensity_Statuses[1].GameName,,区域蔓延,N,,,,区域蔓延,Regional spread,区域蔓延,,
Cod_Gs_Map_ModernStreet_GameName,,Gs_Map_ModernStreet,N,,,,Gs_Map_ModernStreet,Gs_Map_ModernStreet,Gs_Map_ModernStreet,,
Cod_Gs_Map_ModernStreet_NotEnoughText,,所在区域并非摩登街道。,N,,,,所在区域并非摩登街道。,The area where it is located is not a Moderne street.,所在区域并非摩登街道。,,
Cod_Gs_Map_Pharmacy_ExplorationCount_GameName,,Gs_Pharmacy_ExplorationCount,N,,,,Gs_Pharmacy_ExplorationCount,Gs_Pharmacy_ExplorationCount,Gs_Pharmacy_ExplorationCount,,
Cod_Gs_Map_Port_ContainerArea_OpenCount_GameName,,Gs_Map_Port_ContainerArea_OpenCount,N,,,,Gs_Map_Port_ContainerArea_OpenCount,Gs_Map_Port_ContainerArea_OpenCount,Gs_Map_Port_ContainerArea_OpenCount,,
Cod_Gs_Map_Port_ContainerArea_OpenCount_NotEnoughText,,前方区域被集装箱挡住了。,N,,,,前方区域被集装箱挡住了。,The forward area is blocked by containers.,前方区域被集装箱挡住了。,,
Cod_Gs_Map_Port_ParkingLot_VehicleSearchCount_GameName,,Gs_Map_Port_ParkingLot_VehicleSearchCount,N,,,,Gs_Map_Port_ParkingLot_VehicleSearchCount,Gs_Map_Port_ParkingLot_VehicleSearchCount,Gs_Map_Port_ParkingLot_VehicleSearchCount,,
Cod_Gs_Map_Port_Sewer_FirstExplorationCount_GameName,,Gs_Map_Port_Sewer_FirstExplorationCount,N,,,,Gs_Map_Port_Sewer_FirstExplorationCount,Gs_Map_Port_Sewer_FirstExplorationCount,Gs_Map_Port_Sewer_FirstExplorationCount,,
Cod_Gs_Map_Port_Sewer_FirstExplorationCount_NotEnoughText,,下水道已被探索。,N,,,,下水道已被探索。,The sewers have been explored.,下水道已被探索。,,
Cod_Gs_Map_Port_Sewer_OpenCount_GameName,,Gs_Map_Port_Sewer_OpenCount,N,,,,Gs_Map_Port_Sewer_OpenCount,Gs_Map_Port_Sewer_OpenCount,Gs_Map_Port_Sewer_OpenCount,,
Cod_Gs_Map_Port_Sewer_OpenCount_NotEnoughText,,下水道口闭合的很紧。,N,,,,下水道口闭合的很紧。,The sewer opening closes tight.,下水道口闭合的很紧。,,
Cod_Gs_Map_Port_SewerToSewerCenterCount_GameName,,Gs_Map_Port_SewerToSewerCenterCount,N,,,,Gs_Map_Port_SewerToSewerCenterCount,Gs_Map_Port_SewerToSewerCenterCount,Gs_Map_Port_SewerToSewerCenterCount,,
Cod_Gs_Map_Port_SewerToSewerCenterCount_NotEnoughText,,水位太高了。,N,,,,水位太高了。,The water level is too high.,水位太高了。,,
Cod_Gs_Map_SeaKing_ExplorationCount_GameName,,Gs_SeaKing_ExplorationCount,N,,,,Gs_SeaKing_ExplorationCount,Gs_SeaKing_ExplorationCount,Gs_SeaKing_ExplorationCount,,
Cod_Gs_MissionSystem_GervinJob_CoolingTimeCount_GameName,,Gs_MissionSystem_GervinJob_CoolingTimeCount,N,,,,Gs_MissionSystem_GervinJob_CoolingTimeCount,Gs_MissionSystem_GervinJob_CoolingTimeCount,Gs_MissionSystem_GervinJob_CoolingTimeCount,,
Cod_Gs_MissionSystem_GervinJob_CoolingTimeCount_NotEnoughText,,二区尚未有新的工作岗位。,N,,,,二区尚未有新的工作岗位。,No new jobs have yet been posted in District 2.,二区尚未有新的工作岗位。,,
Cod_Gs_MobileCorpse_PresenceCount_GameName,,Gs_MobileCorpse_PresenceCount,N,,,,Gs_MobileCorpse_PresenceCount,Gs_MobileCorpse_PresenceCount,Gs_MobileCorpse_PresenceCount,,
Cod_Gs_MobileCorpse_PresenceCount_NotEnoughText,,区域暂无有足够的生物集群。,N,,,,区域暂无有足够的生物集群。,There are not enough clusters of organisms in the region for the time being.,区域暂无有足够的生物集群。,,
Cod_Gs_MobileCorpse_PreservationCount_DecayCity_GameName,,Gs_MobileCorpse_PreservationCount_DecayCity,N,,,,Gs_MobileCorpse_PreservationCount_DecayCity,Gs_MobileCorpse_PreservationCount_DecayCity,Gs_MobileCorpse_PreservationCount_DecayCity,,
Cod_Gs_MobileCorpse_PreservationCount_ModernStreet_GameName,,Gs_MobileCorpse_PreservationCount_ModernStreet,N,,,,Gs_MobileCorpse_PreservationCount_ModernStreet,Gs_MobileCorpse_PreservationCount_ModernStreet,Gs_MobileCorpse_PreservationCount_ModernStreet,,
Cod_Gs_MobileCorpse_PreservationCount_Port_GameName,,Gs_MobileCorpse_PreservationCount_Port,N,,,,Gs_MobileCorpse_PreservationCount_Port,Gs_MobileCorpse_PreservationCount_Port,Gs_MobileCorpse_PreservationCount_Port,,
Cod_Gs_MobileCorpse_PreservationCount_SmallTown_GameName,,Gs_MobileCorpse_PreservationCount_SmallTown,N,,,,Gs_MobileCorpse_PreservationCount_SmallTown,Gs_MobileCorpse_PreservationCount_SmallTown,Gs_MobileCorpse_PreservationCount_SmallTown,,
Cod_Gs_MobileCorpse_ReFreshCount_DecayCity_GameName,,Gs_MobileCorpse_ReFreshCount_DecayCity,N,,,,Gs_MobileCorpse_ReFreshCount_DecayCity,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_DecayCity_Statuses[0].GameName,,城市生态,N,,,,城市生态,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_ModernStreet_GameName,,Gs_MobileCorpse_ReFreshCount_ModernStreet,N,,,,Gs_MobileCorpse_ReFreshCount_ModernStreet,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_ModernStreet_Statuses[0].GameName,,城市生态,N,,,,城市生态,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_Port_GameName,,Gs_MobileCorpse_ReFreshCount_Port,N,,,,Gs_MobileCorpse_ReFreshCount_Port,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_Port_Statuses[0].GameName,,城市生态,N,,,,城市生态,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_SmallTown_GameName,,Gs_MobileCorpse_ReFreshCount_Port,N,,,,Gs_MobileCorpse_ReFreshCount_Port,urban ecology,城市生态,,
Cod_Gs_MobileCorpse_ReFreshCount_SmallTown_Statuses[0].GameName,,城市生态,N,,,,城市生态,urban ecology,城市生态,,
Cod_Gs_Noise_AnechoicLevel_Description,,控制噪声与声源发出的程度。,N,,,,控制噪声与声源发出的程度。,Control the level of noise and sound emitted from the source.,控制噪声与声源发出的程度。,,
Cod_Gs_Noise_AnechoicLevel_GameName,,消声,N,,,,消声,anechoic,消声,,
Cod_Gs_Noise_AnechoicLevel_SilencerConsumeCount_GameName,,Gs_Noise_AnechoicLevel_SilencerConsumeCount,N,,,,Gs_Noise_AnechoicLevel_SilencerConsumeCount,Gs_Noise_AnechoicLevel_SilencerConsumeCount,Gs_Noise_AnechoicLevel_SilencerConsumeCount,,
Cod_Gs_Noise_AnechoicLevel_SilencerConsumeCount_NotEnoughText,,暂无消耗消音器耐久度行为。,N,,,,暂无消耗消音器耐久度行为。,No silencer durability depletion behavior at this time.,暂无消耗消音器耐久度行为。,,
Cod_Gs_Noise_FilthyZombie_AttackCount_GameName,,Gs_Noise_FilthyZombie_AttackCount,N,,,,Gs_Noise_FilthyZombie_AttackCount,Gs_Noise_FilthyZombie_AttackCount,Gs_Noise_FilthyZombie_AttackCount,,
Cod_Gs_Noise_GiantBusterZombie_AttackCount_GameName,,Gs_Noise_GiantBusterZombie_AttackCount,N,,,,Gs_Noise_GiantBusterZombie_AttackCount,Gs_Noise_GiantBusterZombie_AttackCount,Gs_Noise_GiantBusterZombie_AttackCount,,
Cod_Gs_Noise_GunSilencer_Description,,枪械噪声的控制程度。,N,,,,枪械噪声的控制程度。,Degree of control of firearms noise.,枪械噪声的控制程度。,,
Cod_Gs_Noise_GunSilencer_GameName,,消声,N,,,,消声,anechoic,消声,,
Cod_Gs_Noise_NoiseGeneratingBehaviorCount_GameName,,Gs_Noise_NoiseGeneratingBehaviorCount,N,,,,Gs_Noise_NoiseGeneratingBehaviorCount,Gs_Noise_NoiseGeneratingBehaviorCount,Gs_Noise_NoiseGeneratingBehaviorCount,,
Cod_Gs_Noise_OrdinaryZombie_AttackCount_GameName,,Noise_OrdinaryZombie_AttackCount,N,,,,Noise_OrdinaryZombie_AttackCount,Noise_OrdinaryZombie_AttackCount,Noise_OrdinaryZombie_AttackCount,,
Cod_Gs_Noise_PetrifiedZombie_AttackCount_GameName,,Gs_Noise_PetrifiedZombie_AttackCount,N,,,,Gs_Noise_PetrifiedZombie_AttackCount,Gs_Noise_PetrifiedZombie_AttackCount,Gs_Noise_PetrifiedZombie_AttackCount,,
Cod_Gs_Noise_ScreamingZombies_AttackCount._GameName,,Gs_Noise_ScreamingZombies_AttackCount,N,,,,Gs_Noise_ScreamingZombies_AttackCount,Gs_Noise_ScreamingZombies_AttackCount,Gs_Noise_ScreamingZombies_AttackCount,,
Cod_Gs_Noise_SharpClawZombies_AttackCount_GameName,,Gs_Noise_SharpClawZombies_AttackCount,N,,,,Gs_Noise_SharpClawZombies_AttackCount,Gs_Noise_SharpClawZombies_AttackCount,Gs_Noise_SharpClawZombies_AttackCount,,
Cod_Gs_Noise_SwiftZombie_AttackCount_GameName,,Gs_Noise_SwiftZombie_AttackCount,N,,,,Gs_Noise_SwiftZombie_AttackCount,Gs_Noise_SwiftZombie_AttackCount,Gs_Noise_SwiftZombie_AttackCount,,
Cod_Gs_Noise_ZombieProducedCount_GameName,,Gs_Noise_ZombieProducedCount,N,,,,Gs_Noise_ZombieProducedCount,Gs_Noise_ZombieProducedCount,Gs_Noise_ZombieProducedCount,,
Cod_Gs_Noise_ZombieProducedCount_ReCount_GameName,,Gs_Noise_ZombieProducedCount_ReCount,N,,,,Gs_Noise_ZombieProducedCount_ReCount,Gs_Noise_ZombieProducedCount_ReCount,Gs_Noise_ZombieProducedCount_ReCount,,
Cod_Gs_Noise_ZombieProducedCount_Statuses[0].GameName,,Gs_Noise_ZombieProducedCount,N,,,,Gs_Noise_ZombieProducedCount,Gs_Noise_ZombieProducedCount_ReCount,Gs_Noise_ZombieProducedCount_ReCount,,
Cod_Gs_NoiseFactor_Description,,各类生物在该地区的活跃程度。,N,,,,各类生物在该地区的活跃程度。,The extent to which various organisms are active in the area.,各类生物在该地区的活跃程度。,,
Cod_Gs_NoiseFactor_GameName,,区域热度,N,,,,区域热度,regional heat,区域热度,,
Cod_Gs_NoiseFactor_Statuses[0].GameName,,区域苏醒,N,,,,区域苏醒,Regional awakening,区域苏醒,,
Cod_Gs_NoiseFactor_Statuses[1].GameName,,区域起温,N,,,,区域起温,regional temperature rise,区域起温,,
Cod_Gs_NoiseFactor_Statuses[2].GameName,,区域活跃,N,,,,区域活跃,Regionally active,区域活跃,,
Cod_Gs_NoiseFactor_Statuses[3].GameName,,群魔乱舞,N,,,,群魔乱舞,multitude of demons wreak havoc,群魔乱舞,,
Cod_Gs_NoiseFactor_Statuses[4].GameName,,世界舞台,N,,,,世界舞台,world stage,世界舞台,,
Cod_Gs_NoiseLevel_Description,,区域内的产生的声音程度。,N,,,,区域内的产生的声音程度。,The level of sound produced in the area.,区域内的产生的声音程度。,,
Cod_Gs_NoiseLevel_GameName,,噪声系数,N,,,,噪声系数,coefficient of noise,噪声系数,,
Cod_Gs_NoiseLevel_Statuses[0].GameName,,轻微噪声,N,,,,轻微噪声,light noise,轻微噪声,,
Cod_Gs_NoiseLevel_Statuses[1].GameName,,局部噪声,N,,,,局部噪声,local noise,局部噪声,,
Cod_Gs_NoiseLevel_Statuses[2].GameName,,巨大噪声,N,,,,巨大噪声,loud noise,巨大噪声,,
Cod_Gs_NoiseLevel_Statuses[3].GameName,,地区重音,N,,,,地区重音,regional accent,地区重音,,
Cod_Gs_Npc_FatGeorge_PresenceCount_GameName,,Gs_Npc_FatGeorge_PresenceCount,N,,,,Gs_Npc_FatGeorge_PresenceCount,Gs_Npc_FatGeorge_PresenceCount,Gs_Npc_FatGeorge_PresenceCount,,
Cod_Gs_Npc_FatGeorge_PresenceCount_NotEnoughText,,肥乔不在场景中。,N,,,,肥乔不在场景中。,Fat Joe is not in the scene.,肥乔不在场景中。,,
Cod_Gs_Npc_Garvin_PresenceCount_GameName,,Gs_Garvin_PresenceCount,N,,,,Gs_Garvin_PresenceCount,Gs_Garvin_PresenceCount,Gs_Garvin_PresenceCount,,
Cod_Gs_Npc_Garvin_PresenceCount_NotEnoughText,,加文不在场景中。,N,,,,加文不在场景中。,Gavin is not in the scene.,加文不在场景中。,,
Cod_Gs_Npc_Negan_PresenceCount_GameName,,Gs_Npc_Negan_PresenceCount,N,,,,Gs_Npc_Negan_PresenceCount,Gs_Npc_Negan_PresenceCount,Gs_Npc_Negan_PresenceCount,,
Cod_Gs_Npc_Negan_PresenceCount_NotEnoughText,,尼根不在场景中。,N,,,,尼根不在场景中。,Negan is not in the scene.,尼根不在场景中。,,
Cod_Gs_Npc_Ron_PresenceCount_GameName,,Gs_Npc_Ron_PresenceCount,N,,,,Gs_Npc_Ron_PresenceCount,Gs_Npc_Ron_PresenceCount,Gs_Npc_Ron_PresenceCount,,
Cod_Gs_Npc_Ron_PresenceCount_NotEnoughText,,罗恩不在场景中。,N,,,,罗恩不在场景中。,Ron is not in the scene.,罗恩不在场景中。,,
Cod_Gs_Npc_SlotMachine_PresenceCount_GameName,,Gs_Npc_SlotMachine_PresenceCount,N,,,,Gs_Npc_SlotMachine_PresenceCount,Gs_Npc_SlotMachine_PresenceCount,Gs_Npc_SlotMachine_PresenceCount,,
Cod_Gs_Npc_SlotMachine_PresenceCount_NotEnoughText,,老虎机不在场景中。,N,,,,老虎机不在场景中。,Slots are not in the scene.,老虎机不在场景中。,,
Cod_Gs_Npc_VendingMachines_PresenceCount_GameName,,Gs_VendingMachines_PresenceCount,N,,,,Gs_VendingMachines_PresenceCount,Gs_VendingMachines_PresenceCount,Gs_VendingMachines_PresenceCount,,
Cod_Gs_Npc_VendingMachines_PresenceCount_NotEnoughText,,自动贩卖机不在场景中。,N,,,,自动贩卖机不在场景中。,Vending machines are not in the scene.,自动贩卖机不在场景中。,,
Cod_Gs_OutBreak_NewYork_IncidentManagementCount_GameName,,,N,,x,,,The explosion is underway.,大爆发进行中,,
Cod_Gs_OutBreak_NewYork_IncidentManagementCount_GameName__T-CiKIexxDWnVPGdW8drNWEAnNzWc=,,Gs_OutBreak_NewYork_IncidentManagementCount,N,,,,Gs_OutBreak_NewYork_IncidentManagementCount,,,,
Cod_Gs_OutBreak_NewYork_IncidentManagementCount_GameName__T-NmuHTRzVsWTJhB7XNK/DlEA1FjI=,,大爆发进行中,N,,,,大爆发进行中,,,,
Cod_Gs_OutBreak_NewYork_PublicOrder_GameName,,纽约市公众秩序,N,,,,纽约市公众秩序,Public order in New York City,纽约市公众秩序,,
Cod_Gs_OutBreak_NewYork_PublicOrder_NotEnoughText,,纽约市社会秩序已崩溃..,N,,,,纽约市社会秩序已崩溃..,The social order in New York City has collapsed...,纽约市社会秩序已崩溃..,,
Cod_Gs_Plot_Base_FirstEntryCount_GameName,,Gs_Plot_Base_FirstEntryCount,N,,,,Gs_Plot_Base_FirstEntryCount,Gs_Plot_Base_FirstEntryCount,Gs_Plot_Base_FirstEntryCount,,
Cod_Gs_PoulationDensity_Seagull_Port_GameName,,,N,,x,,,Population density of vultures in abandoned cities,废城秃鹫种群密度,,
Cod_Gs_PoulationDensity_Seagull_Port_GameName__T-jMT3mFglxLIeyAKEW2Npr7qK4fw=,,港口海鸥种群密度,N,,,,港口海鸥种群密度,,,,
Cod_Gs_PoulationDensity_Seagull_Port_GameName__T-MwzMGukzqzOTpI9XKDW7Ei3lM3g=,,废城秃鹫种群密度,N,,,,废城秃鹫种群密度,,,,
Cod_Gs_PoulationDensity_Seagull_Port_Statuses[0].GameName,,濒临灭绝,N,,,,濒临灭绝,on the verge of extinction,濒临灭绝,,
Cod_Gs_PoulationDensity_Seagull_Port_Statuses[1].GameName,,生态平衡,N,,,,生态平衡,ecological balance,生态平衡,,
Cod_Gs_PoulationDensity_Seagull_Port_Statuses[2].GameName,,海鸥之灾,N,,,,海鸥之灾,Plague of Seagulls,海鸥之灾,,
Cod_Gs_Rains_BodyStrength_Description,,身体各项的综合素质。,N,,,,身体各项的综合素质。,Comprehensive qualities of the body in all its forms.,身体各项的综合素质。,,
Cod_Gs_Rains_BodyStrength_GameName,,身体强度,N,,,,身体强度,body strength,身体强度,,
Cod_Gs_Rains_BodyStrength_Statuses[0].GameName,,小有所成,N,,,,小有所成,fig. have achieved something modest,小有所成,,
Cod_Gs_Rains_BodyStrength_Statuses[1].GameName,,强健体魄,N,,,,强健体魄,sturdy,强健体魄,,
Cod_Gs_Rains_BodyStrength_Statuses[2].GameName,,身形皆具,N,,,,身形皆具,lit. both body and form,身形皆具,,
Cod_Gs_Rains_BodyStrength_Statuses[3].GameName,,奥林匹克,N,,,,奥林匹克,olympic,奥林匹克,,
Cod_Gs_Ruins_DisasterBeason_StartJourneyCounter_GameName,,DisasterBeason_ToShipCounter,N,,,,DisasterBeason_ToShipCounter,DisasterBeason_ToShipCounter,DisasterBeason_ToShipCounter,,
Cod_Gs_Ruins_GoldCoins_GameName,,金币值,N,,,,金币值,value of gold coins,金币值,,
Cod_Gs_Ruins_GoldCoins_NotEnoughText,,可用金币值不足。,N,,,,可用金币值不足。,Insufficient available gold coin value.,可用金币值不足。,,
Cod_Gs_Ruins_MapCount_DecayCity_GameName,,Gs_Ruins_MapCount_DecayCity,N,,,,Gs_Ruins_MapCount_DecayCity,Gs_Ruins_MapCount_DecayCity,Gs_Ruins_MapCount_DecayCity,,
Cod_Gs_Ruins_MapCount_GameName,,Ruins_MapCount,N,,,,Ruins_MapCount,Ruins_MapCount,Ruins_MapCount,,
Cod_Gs_Ruins_MapCount_OutSide_GameName,,Gs_Ruins_MapCount_OutSide,N,,,,Gs_Ruins_MapCount_OutSide,Gs_Ruins_MapCount_OutSide,Gs_Ruins_MapCount_OutSide,,
Cod_Gs_Ruins_Skill_Locksmithing_Description,,对于各类锁具解法的技术程度。,N,,,,对于各类锁具解法的技术程度。,Degree of skill in solving various types of locks.,对于各类锁具解法的技术程度。,,
Cod_Gs_Ruins_Skill_Locksmithing_GameName,,开锁,N,,,,开锁,unlock,开锁,,
Cod_Gs_Ruins_Skill_Locksmithing_NotEnoughText,,需要更高的开锁技能,N,,,,需要更高的开锁技能,Higher locksmithing skills required,需要更高的开锁技能,,
Cod_Gs_Ruins_TimeCount_GameName,,Gs_Ruins_TimeCount,N,,,,Gs_Ruins_TimeCount,Gs_Ruins_TimeCount,Gs_Ruins_TimeCount,,
Cod_Gs_Ruins_TimeDayCount_GameName,,Gs_Ruins_TimeDayCount,N,,,,Gs_Ruins_TimeDayCount,Gs_Ruins_TimeDayCount,Gs_Ruins_TimeDayCount,,
Cod_Gs_Ruins_Visibility_Description,,地区的可视程度。,N,,,,地区的可视程度。,The degree of visibility of the area.,地区的可视程度。,,
Cod_Gs_Ruins_Visibility_GameName,,能见度,N,,,,能见度,increased visibility,能见度,,
Cod_Gs_Ruins_Visibility_NotEnoughText,,附近的能见度太低了..,N,,,,附近的能见度太低了..,The visibility in the neighborhood is too low...,附近的能见度太低了..,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Description,,身体对感染的抵抗能力。,N,,,,身体对感染的抵抗能力。,The body's resistance to infection.,身体对感染的抵抗能力。,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_GameName,,抗体,N,,,,抗体,antibody,抗体,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[0].GameName,,濒临破碎,N,,,,濒临破碎,on the verge of collapse,濒临破碎,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[1].GameName,,微弱平衡,N,,,,微弱平衡,weak equilibrium,微弱平衡,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[2].GameName,,稳定共生,N,,,,稳定共生,stable symbiosis,稳定共生,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[3].GameName,,基因兼容,N,,,,基因兼容,genetic compatibility,基因兼容,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[4].GameName,,生物兵器,N,,,,生物兵器,biological weapon,生物兵器,,
Cod_Gs_Ruins_ZombieInfectivity_Antibody_Statuses[5].GameName,,血疫之心,N,,,,血疫之心,Heart of the Blood Plague,血疫之心,,
Cod_Gs_Ruins_ZombieInfectivity_Description,,在一切还来得及之前..,N,,,,在一切还来得及之前..,Before it's too late...,在一切还来得及之前..,,
Cod_Gs_Ruins_ZombieInfectivity_GameName,,感染度,N,,,,感染度,infectivity,感染度,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[0].Description,,感觉自己开始发烧了..,N,,,,感觉自己开始发烧了..,Feeling like I'm starting to get a fever...,感觉自己开始发烧了..,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[0].GameName,,轻度感染,N,,,,轻度感染,mild infection,轻度感染,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[1].Description,,全身感觉没有力气..,N,,,,全身感觉没有力气..,Feeling weak all over...,全身感觉没有力气..,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[1].GameName,,中度感染,N,,,,中度感染,moderate infection,中度感染,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[2].Description,,咳咳咳...,N,,,,咳咳咳...,Ahem...,咳咳咳...,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[2].GameName,,高度感染,N,,,,高度感染,highly infected,高度感染,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[3].Description,,前面一片血色..,N,,,,前面一片血色..,There's blood up ahead...,前面一片血色..,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[3].GameName,,重度感染,N,,,,重度感染,severe infection,重度感染,,
Cod_Gs_Ruins_ZombieInfectivity_Statuses[4].GameName,,僵尸化,N,,,,僵尸化,zombification,僵尸化,,
Cod_Gs_Skill_SurvivalKnowledge_Description,,对野外求生相关知识的掌握程度。,N,,,,对野外求生相关知识的掌握程度。,Degree of knowledge related to wilderness survival.,对野外求生相关知识的掌握程度。,,
Cod_Gs_Skill_SurvivalKnowledge_GameName,,求生知识,N,,,,求生知识,Knowledge of survival,求生知识,,
Cod_Gs_SmallTown_SignalTower_AccessCount_GameName,,Gs_SmallTown_SignalTower_AccessCount,N,,,,Gs_SmallTown_SignalTower_AccessCount,Gs_Noise_PetrifiedZombie_AttackCount,Gs_Noise_PetrifiedZombie_AttackCount,,
Cod_Gs_SmallTown_SignalTower_AccessCount_NotEnoughText,,需要找到方法爬上去..,N,,,,需要找到方法爬上去..,Need to find a way to get up there...,需要找到方法爬上去..,,
Cod_Gs_SpecialEvent_BigBen_BeatTimeCount_GameName,,Gs_SpecialEvent_BigBen_BeatTimeCount,N,,,,Gs_SpecialEvent_BigBen_BeatTimeCount,Gs_SpecialEvent_BigBen_BeatTimeCount,Gs_SpecialEvent_BigBen_BeatTimeCount,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_Count_GameName,,Gs_SpecialEvent_Foggy_DecayCity_Count,N,,,,Gs_SpecialEvent_Foggy_DecayCity_Count,Gs_SpecialEvent_Foggy_DecayCity_Count,Gs_SpecialEvent_Foggy_DecayCity_Count,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_Count_Statuses[0].GameName,,迷雾蔓延,N,,,,迷雾蔓延,dense fog spreading everywhere (idiom); the spread of mists,迷雾蔓延,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_GameName,,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,N,,,,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,Gs_SpecialEvent_Foggy_DecayCity_PersistentCount,,
Cod_Gs_SpecialEvent_Foggy_DecayCity_PersistentCount_NotEnoughText,,迷雾逐渐退散了..,N,,,,迷雾逐渐退散了..,The fog is receding...,迷雾逐渐退散了..,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Description,,地区的迷雾程度。,N,,,,地区的迷雾程度。,The level of fog in the area.,地区的迷雾程度。,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_GameName,,迷雾,N,,,,迷雾,fig. completely misleading,迷雾,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[0].GameName,,迷雾弥漫,N,,,,迷雾弥漫,a dense fog (idiom); completely filled with mists,迷雾弥漫,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[1].GameName,,迷雾弥漫,N,,,,迷雾弥漫,a dense fog (idiom); completely filled with mists,迷雾弥漫,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[2].GameName,,迷雾弥漫,N,,,,迷雾弥漫,a dense fog (idiom); completely filled with mists,迷雾弥漫,,
Cod_Gs_SpecialEvent_Foggy_DegreeFog_Statuses[3].GameName,,迷雾弥漫,N,,,,迷雾弥漫,a dense fog (idiom); completely filled with mists,迷雾弥漫,,
